StockCode,AvgDailyDemand,StdDailyDemand,MaxDailyDemand,TotalDemand,AvgDailyRev,TotalRevenue,DaysActive,Description,Price,SafetyStock,ReorderPoint,AnnualDemand,UnitHoldingCost,EOQ,ReorderFrequency,StockStatus
84876D,10.34375,12.167140769964364,48,331,18.76625,600.52,32,BLUE HEART COMPACT MIRROR,7.78,53.0,125.0,3775.0,1.556,493.0,48.0,Medium Mover
84877A,4.352941176470588,6.304176953324164,24,74,10.921176470588236,185.66,17,PINK ROUND COMPACT MIRROR,3.75,28.0,58.0,1589.0,0.75,460.0,106.0,Slow Mover
84877B,7.275,9.945975864511029,26,291,12.61075,504.43,40,GREEN ROUND COMPACT MIRROR,3.43,43.0,94.0,2655.0,0.686,622.0,85.0,Medium Mover
84877D,4.2105263157894735,7.211694312062881,26,160,9.785526315789474,371.84999999999997,38,BLUE ROUND COMPACT MIRROR,3.43,31.0,60.0,1537.0,0.686,473.0,112.0,Slow Mover
84884A,7.237288135593221,20.62602279753138,300,1708,26.475762711864405,6248.28,236,ANT WHITE WIRE HEART SPIRAL,3.95,90.0,141.0,2642.0,0.79,578.0,80.0,Medium Mover
84884a,1.6896551724137931,1.2277577784569627,6,49,14.168620689655173,410.89,29,ANT WHITE WIRE HEART SPIRAL,8.47,5.0,17.0,617.0,1.6940000000000002,191.0,113.0,Slow Mover
84891B,2.2,1.3038404810405297,4,11,17.490000000000002,87.45,5,GREEN WIRE GOBLET CANDLEHOLDER,7.95,6.0,21.0,803.0,1.59,225.0,102.0,Slow Mover
84898F,3.75,2.8540057528339533,12,165,8.017045454545455,352.75,44,YELLOW FLOWERS FELT HANDBAG KIT,2.1,12.0,38.0,1369.0,0.42000000000000004,571.0,152.0,Slow Mover
84899E,2.9444444444444446,3.171049598406742,14,53,4.107222222222223,73.93,18,YELLOW + BROWN BEAR FELT PURSE KIT,1.25,14.0,35.0,1075.0,0.25,656.0,223.0,Slow Mover
84899F,2.630434782608696,2.8933540371930055,14,121,4.177608695652173,192.17,46,YELLOW PURPLE DAISY FELT PURSE KIT,1.25,13.0,31.0,960.0,0.25,620.0,236.0,Slow Mover
84908A,12.705882352941176,45.13047039737975,240,432,30.740000000000002,1045.16,34,PINK 5 PATCH FLOWER CUSHION COVER ,6.95,197.0,286.0,4638.0,1.3900000000000001,578.0,45.0,Medium Mover
84908B,13.59375,46.41388792091743,240,435,32.8840625,1052.29,32,BLUE 5 PATCH FLOWER CUSHION COVER,1.95,203.0,298.0,4962.0,0.39,1128.0,83.0,Medium Mover
84909A,14.928571428571429,23.292337088256453,88,209,199.82500000000002,2797.55,14,PINK PAISLEY QUILT ,45.95,102.0,206.0,5449.0,9.190000000000001,244.0,16.0,Medium Mover
84910A,8.470588235294118,41.76331066435058,300,432,24.125294117647062,1230.39,51,PINK PAISLEY CUSHION COVER ,5.95,182.0,241.0,3092.0,1.1900000000000002,510.0,60.0,Medium Mover
84912A,6.0777777777777775,44.57715119253319,600,1094,16.64688888888889,2996.44,180,PINK ROSE WASHBAG,2.0,195.0,238.0,2218.0,0.4,745.0,123.0,Medium Mover
84912B,5.653266331658291,42.40801545263266,600,1125,15.440402010050251,3072.64,199,GREEN ROSE WASHBAG,3.75,185.0,225.0,2063.0,0.75,524.0,93.0,Medium Mover
84912a,2.0,0.0,2,2,15.56,15.56,1,PINK ROSE WASHBAG,7.78,0.0,14.0,730.0,1.556,217.0,108.0,Slow Mover
84913A,3.117948717948718,2.5305221125896242,12,608,11.34123076923077,2211.54,195,SOFT PINK ROSE TOWEL ,9.52,11.0,33.0,1138.0,1.904,244.0,78.0,Slow Mover
84913B,2.727272727272727,2.0620211142130644,11,420,10.34603896103896,1593.29,154,MINT GREEN ROSE TOWEL,9.52,9.0,28.0,995.0,1.904,229.0,84.0,Slow Mover
84914A,1.2,0.4472135954999579,2,6,31.139999999999997,155.7,5,PINK ROSE PICNIC RUG,25.95,2.0,10.0,438.0,5.19,92.0,77.0,Slow Mover
84924A,2.418181818181818,2.06102194258369,12,133,10.381818181818181,571.0,55,WAKE UP COCKEREL CALENDAR SIGN ,3.75,9.0,26.0,883.0,0.75,343.0,142.0,Slow Mover
84924D,50.93333333333333,130.35416956817886,372,764,18.174,272.61,15,LA PALMIERA METAL SIGN CALENDAR,3.75,569.0,926.0,18591.0,0.75,1574.0,31.0,High Velocity
84924F,97.5,201.5993000428766,480,975,27.455000000000002,274.55,10,PSYCHEDELIC METAL SIGN CALENDAR,7.78,880.0,1562.0,35588.0,1.556,1512.0,16.0,High Velocity
84925A,10.529411764705882,34.49115402363849,144,179,19.95823529411765,339.29,17,WAKE UP COCKEREL WALL THERMOMETER,2.55,151.0,225.0,3843.0,0.51,868.0,82.0,Medium Mover
84925C,2.8,2.485513584307633,8,28,7.139999999999999,71.39999999999999,10,FAIRY CAKES  WALL THERMOMETER,2.55,11.0,31.0,1022.0,0.51,448.0,160.0,Slow Mover
84925D,17.384615384615383,55.147131873254786,271,452,26.05576923076923,677.4499999999999,26,LA PALMIERA WALL THERMOMETER,2.55,241.0,363.0,6345.0,0.51,1115.0,64.0,Medium Mover
84925E,25.0,40.70626487409524,72,75,43.35,130.05,3,FLOWERS WALL THERMOMETER,2.55,178.0,353.0,9125.0,0.51,1338.0,54.0,Fast Mover
84925F,21.0,53.53616732752926,240,714,25.67970588235294,873.11,34,PSYCHEDELIC WALL THERMOMETER,1.7,234.0,381.0,7665.0,0.34,1501.0,71.0,Fast Mover
84926A,13.551020408163266,14.755029120735122,72,664,5.981224489795918,293.08,49,WAKE UP COCKEREL TILE COASTER,1.25,64.0,159.0,4946.0,0.25,1407.0,104.0,Medium Mover
84926B,6.0,8.396427811873332,28,54,7.5,67.5,9,SCOTTS ROSES TILE COASTER,1.25,37.0,79.0,2190.0,0.25,936.0,156.0,Medium Mover
84926C,6.2727272727272725,4.9969687781391,16,138,8.618181818181817,189.6,22,FAIRY CAKES TILE COASTER,2.57,22.0,66.0,2290.0,0.514,667.0,106.0,Medium Mover
84926D,17.177777777777777,21.880137203418172,97,773,8.118888888888888,365.34999999999997,45,LA PALMIERA TILE COASTER,1.25,96.0,216.0,6270.0,0.25,1584.0,92.0,Medium Mover
84926E,23.5,28.714494984627926,144,1081,10.251521739130435,471.57,46,FLOWERS TILE COASTER,1.25,125.0,290.0,8578.0,0.25,1852.0,79.0,Fast Mover
84926F,12.1,17.778985001745955,96,484,6.9475,277.9,40,PSYCHEDELIC TILE COASTER,2.57,78.0,163.0,4416.0,0.514,927.0,77.0,Medium Mover
84927A,6.848484848484849,16.946830847021978,72,226,4.776060606060606,157.61,33,WAKE UP COCKEREL TILE HOOK,4.21,74.0,122.0,2500.0,0.8420000000000001,545.0,80.0,Medium Mover
84927D,35.2962962962963,114.36440234713127,432,953,7.825555555555555,211.29,27,LA PALMIERA TILE HOOK,2.1,499.0,746.0,12883.0,0.42000000000000004,1751.0,50.0,Fast Mover
84927E,17.03448275862069,48.63602629931018,192,494,7.7348275862068965,224.31,29,FLOWERS TILE HOOK,2.1,212.0,331.0,6218.0,0.42000000000000004,1217.0,71.0,Medium Mover
84927F,5.583333333333333,7.401996218764156,36,335,4.5553333333333335,273.32,60,PSYCHEDELIC TILE HOOK,2.1,32.0,71.0,2038.0,0.42000000000000004,697.0,125.0,Medium Mover
84931A,2.7945205479452055,2.1341073082308073,8,204,7.036849315068494,513.69,73,PINK SCOTTIE DOG W FLOWER PATTERN,5.17,9.0,29.0,1020.0,1.034,314.0,112.0,Slow Mover
84931B,3.7534246575342465,4.1892084306578345,30,274,9.434657534246575,688.73,73,BLUE SCOTTIE DOG W FLOWER PATTERN,5.17,18.0,44.0,1370.0,1.034,364.0,97.0,Slow Mover
84932A,11.391304347826088,16.347752501726575,80,262,26.2,602.6,23,SMALL GREEN PEONY FOLDING STOOL,8.5,71.0,151.0,4158.0,1.7000000000000002,495.0,43.0,Medium Mover
84932B,11.8125,18.508444018879597,80,189,25.08125,401.3,16,SMALL PINK PEONY FOLDING STOOL,8.5,81.0,164.0,4312.0,1.7000000000000002,504.0,43.0,Medium Mover
84932C,9.4,7.416663437943247,40,282,20.513333333333332,615.4,30,SMALL ORIENTAL BLUE FOLDING STOOL,8.5,32.0,98.0,3431.0,1.7000000000000002,449.0,48.0,Medium Mover
84932D,13.277777777777779,19.29585617067761,81,239,31.928333333333335,574.71,18,SMALL ORIENTAL RED FOLDING STOOL,8.5,84.0,177.0,4846.0,1.7000000000000002,534.0,40.0,Medium Mover
84933A,21.833333333333332,36.7826952066684,96,131,52.39166666666666,314.34999999999997,6,LARGE GREEN PEONY FOLDING STOOL,2.1,161.0,314.0,7969.0,0.42000000000000004,1377.0,63.0,Fast Mover
84933B,27.2,40.19577092182709,96,136,61.830000000000005,309.15000000000003,5,LARGE PINK PEONY FOLDING STOOL,2.1,175.0,365.0,9928.0,0.42000000000000004,1537.0,57.0,Fast Mover
84933C,27.2,36.928308924184435,90,136,63.4,317.0,5,LARGE BLUE ORIENTAL FOLDING STOOL,9.95,161.0,351.0,9928.0,1.99,706.0,26.0,Fast Mover
84951A,6.158415841584159,9.128781598074658,60,622,8.403564356435643,848.76,101,S/4 PISTACHIO LOVEBIRD COASTERS,2.55,40.0,83.0,2248.0,0.51,664.0,108.0,Medium Mover
84951B,6.494252873563219,9.373234485811667,60,565,9.226781609195402,802.73,87,S/4 BLACK LOVEBIRD COASTERS,5.17,41.0,86.0,2370.0,1.034,479.0,74.0,Medium Mover
84951b,2.5,1.9148542155126762,5,10,12.815,51.26,4,S/4 BLACK LOVEBIRD COASTERS,5.17,8.0,26.0,912.0,1.034,297.0,119.0,Slow Mover
84952A,4.228571428571429,4.7655980075692375,24,148,11.215142857142856,392.53,35,CLEAR LOVE BIRD T-LIGHT HOLDER,3.75,21.0,51.0,1543.0,0.75,454.0,107.0,Slow Mover
84952B,10.11111111111111,19.817420587204552,96,364,17.096944444444446,615.49,36,BLACK LOVE BIRD T-LIGHT HOLDER,3.75,87.0,158.0,3691.0,0.75,702.0,69.0,Medium Mover
84952C,11.0,20.43763610834114,96,374,20.735588235294117,705.01,34,MIRROR LOVE BIRD T-LIGHT HOLDER,3.75,89.0,166.0,4015.0,0.75,732.0,67.0,Medium Mover
84963A,2.5555555555555554,2.4037008503093262,8,23,84.81666666666666,763.35,9,PINK PAINTED KASHMIRI CHAIR,49.95,10.0,28.0,933.0,9.990000000000002,97.0,38.0,Slow Mover
84963B,3.0,2.756809750418044,8,18,98.58333333333333,591.5,6,BLUE PAINTED KASHMIRI CHAIR,49.95,12.0,33.0,1095.0,9.990000000000002,105.0,35.0,Slow Mover
84964A,5.5,6.363961030678928,10,11,315.0,630.0,2,PINK PAINTED KASHMIRI TABLE,60.0,28.0,66.0,2008.0,12.0,129.0,23.0,Medium Mover
84964B,8.5,10.606601717798213,16,17,495.0,990.0,2,BLUE PAINTED KASHMIRI TABLE ,60.0,46.0,106.0,3102.0,12.0,161.0,19.0,Medium Mover
84965A,6.666666666666667,7.371114795831994,15,20,350.0,1050.0,3,PINK KASHMIRI COFFEE TABLE ,60.0,32.0,79.0,2433.0,12.0,142.0,21.0,Medium Mover
84965B,6.75,6.946221994724902,15,27,339.9875,1359.95,4,BLUE KASHMIRI COFFEE TABLE ,60.0,30.0,77.0,2464.0,12.0,143.0,21.0,Medium Mover
84966A,3.25,3.304037933599835,8,13,56.4875,225.95,4,PINK KASHMIRI BOXED MIRROR,20.0,14.0,37.0,1186.0,4.0,172.0,53.0,Slow Mover
84966B,8.25,7.544313531837517,17,33,107.0,428.0,4,BLUE KASHMIRI BOXED MIRROR,20.0,33.0,91.0,3011.0,4.0,274.0,33.0,Medium Mover
84966C,11.5,10.606601717798213,19,23,138.0,276.0,2,GREEN KASHMIRI BOXED MIRROR,12.0,46.0,126.0,4198.0,2.4000000000000004,418.0,36.0,Medium Mover
84967A,1.0,0.0,1,3,58.300000000000004,174.9,3,PINK KASHMIRI OCCASIONAL TABLE,79.95,0.0,7.0,365.0,15.990000000000002,48.0,48.0,Slow Mover
84967B,2.1818181818181817,1.6011359603844901,6,24,113.58636363636364,1249.45,11,BLUE KASHMIRI OCCASIONAL TABLE,79.95,7.0,22.0,796.0,15.990000000000002,71.0,33.0,Slow Mover
84967C,2.25,2.5,6,9,104.9625,419.85,4,GREEN KASHMIRI OCCASIONAL TABLE,79.95,11.0,27.0,821.0,15.990000000000002,72.0,32.0,Slow Mover
84968A,3.4802631578947367,4.530939108155447,28,529,43.013684210526314,6538.08,152,S/16 VINTAGE ROSE CUTLERY,26.04,20.0,44.0,1270.0,5.208,156.0,45.0,Slow Mover
84968B,4.6521739130434785,6.013601401454516,32,428,61.75445652173913,5681.41,92,S/16 VINTAGE IVORY CUTLERY,12.75,26.0,59.0,1698.0,2.5500000000000003,258.0,55.0,Slow Mover
84968C,4.333333333333333,9.67791818815498,96,637,51.89965986394558,7629.25,147,S/16 VINTAGE PISTACHIO CUTLERY,12.75,42.0,72.0,1582.0,2.5500000000000003,249.0,57.0,Slow Mover
84968D,5.552941176470588,13.937364889247265,96,472,63.455411764705886,5393.71,85,S/16 VINTAGE RED CUTLERY,10.95,61.0,100.0,2027.0,2.19,304.0,55.0,Medium Mover
84968E,4.777777777777778,10.190682018393076,72,387,55.43802469135802,4490.48,81,S/16 VINTAGE BLACK CUTLERY,12.75,44.0,77.0,1744.0,2.5500000000000003,262.0,55.0,Slow Mover
84968F,3.0721649484536084,3.623555524505629,24,298,36.82237113402062,3571.77,97,S/16 VINTAGE SKY BLUE CUTLERY,12.75,16.0,38.0,1121.0,2.5500000000000003,210.0,68.0,Slow Mover
84968a,1.5,1.0,3,6,37.705,150.82,4,S/16 VINTAGE ROSE CUTLERY,25.49,4.0,14.0,548.0,5.098,104.0,69.0,Slow Mover
84968b,1.0,0.0,1,2,25.49,50.98,2,S/16 VINTAGE IVORY CUTLERY,25.49,0.0,7.0,365.0,5.098,85.0,85.0,Slow Mover
84968d,1.0,0.0,1,4,25.0925,100.37,4,S/16 VINTAGE RED CUTLERY,25.49,0.0,7.0,365.0,5.098,85.0,85.0,Slow Mover
84968e,1.3333333333333333,0.6513389472789296,3,16,33.6775,404.13,12,S/16 VINTAGE BLACK CUTLERY,25.49,3.0,12.0,487.0,5.098,98.0,74.0,Slow Mover
84968f,1.0,0.0,1,2,25.49,50.98,2,SET OF 16 VINTAGE SKY BLUE CUTLERY,25.49,0.0,7.0,365.0,5.098,85.0,85.0,Slow Mover
84970L,36.70886075949367,52.27803824593224,465,17400,36.23848101265823,17177.04,474,SINGLE HEART ZINC T-LIGHT HOLDER,0.95,228.0,485.0,13399.0,0.19,2656.0,72.0,Fast Mover
84970S,50.853846153846156,61.43901988451109,376,26444,41.91203846153846,21794.26,520,HANGING HEART ZINC T-LIGHT HOLDER,0.85,268.0,624.0,18562.0,0.17,3304.0,65.0,High Velocity
84970l,4.957446808510638,7.700811495376739,36,233,10.364680851063829,487.14,47,SINGLE HEART ZINC T-LIGHT HOLDER,2.13,34.0,69.0,1809.0,0.426,652.0,132.0,Slow Mover
84970s,5.828125,5.254037563082864,22,373,12.250625,784.04,64,HANGING HEART ZINC T-LIGHT HOLDER,2.13,23.0,64.0,2127.0,0.426,707.0,121.0,Medium Mover
84971L,14.268292682926829,24.065560860121153,156,585,17.646585365853657,723.51,41,LARGE HEART FLOWERS HOOK   ,1.25,105.0,205.0,5208.0,0.25,1443.0,101.0,Medium Mover
84971S,20.6,32.36031224999532,293,6489,17.439079365079362,5493.3099999999995,315,SMALL HEART FLOWERS HOOK ,1.7,141.0,285.0,7519.0,0.34,1487.0,72.0,Fast Mover
84971l,2.0,0.0,2,2,4.92,4.92,1,LARGE HEART FLOWERS HOOK   ,2.46,0.0,14.0,730.0,0.492,385.0,192.0,Slow Mover
84971s,2.0,1.7320508075688772,4,6,3.32,9.959999999999999,3,SMALL HEART FLOWERS HOOK ,1.66,8.0,22.0,730.0,0.332,469.0,234.0,Slow Mover
84972L,3.774193548387097,2.348186213787922,10,117,14.908064516129034,462.15000000000003,31,GIANT PINK HEART MEMO HOLDER,3.95,10.0,36.0,1378.0,0.79,418.0,111.0,Slow Mover
84984A,16.625,36.698546746885405,120,266,28.8825,462.12,16,GREEN PEONY DES C/COVER,4.65,160.0,276.0,6068.0,0.9300000000000002,808.0,49.0,Medium Mover
84984B,20.125,49.073923829259876,180,322,33.83125,541.3,16,RED PEONY DES C/COVER ,4.65,214.0,355.0,7346.0,0.9300000000000002,889.0,44.0,Fast Mover
84984C,14.5,33.44448135841447,100,232,25.0725,401.16,16,ORIENTAL BLUE C/COVER ,4.65,146.0,248.0,5292.0,0.9300000000000002,754.0,52.0,Medium Mover
84984D,7.95,21.8667616065547,100,159,20.2455,404.90999999999997,20,ORIENTAL RED C/COVER ,4.25,95.0,151.0,2902.0,0.8500000000000001,584.0,73.0,Medium Mover
84985A,5.366666666666666,7.82468978989731,51,644,8.484416666666666,1018.13,120,SET OF 72 GREEN PAPER DOILIES,1.45,34.0,72.0,1959.0,0.29,822.0,153.0,Medium Mover
84985B,5.565217391304348,8.061277176931714,24,128,8.476521739130433,194.95999999999998,23,SET OF 72 BLACK PAPER DOILIES ,1.45,35.0,74.0,2031.0,0.29,837.0,150.0,Medium Mover
84985a,1.25,0.4629100498862757,2,10,3.725,29.8,8,SET OF 72 GREEN PAPER DOILIES,2.98,2.0,11.0,456.0,0.596,277.0,222.0,Slow Mover
84985b,1.0,0.0,1,1,2.98,2.98,1,SET OF 72 BLACK PAPER DOILIES ,2.98,0.0,7.0,365.0,0.596,247.0,247.0,Slow Mover
84986B,7.8545454545454545,8.278526845641483,36,432,11.619272727272726,639.06,55,SET OF 36 SILVER PAPER DOILIES,1.45,36.0,91.0,2867.0,0.29,994.0,127.0,Medium Mover
84986b,1.2,0.4472135954999579,2,6,3.5759999999999996,17.88,5,SET OF 36 SILVER PAPER DOILIES,2.98,2.0,10.0,438.0,0.596,271.0,226.0,Slow Mover
84989A,16.96,65.95274456858512,720,2120,8.74736,1093.42,125,75 GREEN FAIRY CAKE CASES,0.55,288.0,407.0,6190.0,0.11000000000000001,2372.0,140.0,Medium Mover
84989B,21.020833333333332,32.29682125411985,120,1009,10.628124999999999,510.15,48,75 BLACK FAIRY CAKE CASES,0.55,141.0,288.0,7673.0,0.11000000000000001,2641.0,126.0,Fast Mover
84989a,1.8974358974358974,1.2522584186574732,5,74,3.8607692307692307,150.57,39,75 GREEN FAIRY CAKE CASES,1.28,5.0,18.0,693.0,0.256,520.0,274.0,Slow Mover
84989b,2.5,3.0,7,10,3.2,12.8,4,75 BLACK FAIRY CAKE CASES,1.28,13.0,30.0,912.0,0.256,597.0,239.0,Slow Mover
84993A,9.741721854304636,11.345168473060204,49,1471,4.295430463576159,648.61,151,75 GREEN PETIT FOUR CASES,0.42,50.0,118.0,3556.0,0.084,2058.0,211.0,Medium Mover
84993B,7.25,10.522515542080864,48,551,3.2060526315789475,243.66,76,75 BLACK PETIT FOUR CASES,0.42,46.0,97.0,2646.0,0.084,1775.0,245.0,Medium Mover
84993a,1.8214285714285714,1.1239339452243238,5,51,1.5253571428571429,42.71,28,75 GREEN PETIT FOUR CASES,0.85,5.0,18.0,665.0,0.17,625.0,343.0,Slow Mover
84993b,3.3333333333333335,2.065591117977289,7,20,2.8316666666666666,16.99,6,75 BLACK PETIT FOUR CASES,0.84,9.0,32.0,1217.0,0.168,851.0,255.0,Slow Mover
84997A,15.028985507246377,27.202604940291657,222,5185,56.23391304347826,19400.7,345,GREEN 3 PIECE MINI DOTS CUTLERY SET,3.75,119.0,224.0,5486.0,0.75,855.0,57.0,Medium Mover
84997B,19.86480686695279,32.741164213397184,294,9257,74.0087339055794,34488.07,466,RED 3 PIECE MINI DOTS CUTLERY SET,3.75,143.0,282.0,7251.0,0.75,983.0,49.0,Medium Mover
84997C,19.25164113785558,39.88228460846038,366,8798,71.64192560175054,32740.36,457,BLUE 3 PIECE MINI DOTS CUTLERY SET,3.75,174.0,309.0,7027.0,0.75,968.0,50.0,Medium Mover
84997D,22.380252100840337,43.359310889109125,444,10653,83.77130252100841,39875.14,476,PINK 3 PIECE MINI DOTS CUTLERY SET,3.75,189.0,346.0,8169.0,0.75,1044.0,47.0,Fast Mover
84997a,3.0689655172413794,2.9845336346461124,18,178,25.547931034482758,1481.78,58,GREEN 3 PIECE MINI DOTS CUTLERY SET,7.62,13.0,34.0,1120.0,1.524,271.0,88.0,Slow Mover
84997b,6.345679012345679,4.863539076195339,25,514,53.365061728395055,4322.57,81,RED 3 PIECE MINI DOTS CUTLERY SET,7.62,21.0,65.0,2316.0,1.524,390.0,61.0,Medium Mover
84997c,4.706666666666667,3.352180949339865,16,353,39.4516,2958.87,75,BLUE 3 PIECE MINI DOTS CUTLERY SET,8.47,15.0,48.0,1718.0,1.6940000000000002,318.0,68.0,Slow Mover
84997d,4.6375,3.1391515019028207,15,371,38.71725,3097.38,80,PINK 3 PIECE MINI DOTS CUTLERY SET,7.62,14.0,46.0,1693.0,1.524,333.0,72.0,Slow Mover
85014A,12.42741935483871,53.53435656105228,596,4623,58.59564516129033,21797.58,372,BLACK/BLUE DOTS RUFFLED UMBRELLA,5.95,234.0,321.0,4536.0,1.1900000000000002,617.0,50.0,Medium Mover
85014B,14.585308056872037,53.32841886549302,606,6155,72.93028436018957,30776.58,422,RED/WHITE DOTS RUFFLED UMBRELLA,5.95,233.0,335.0,5324.0,1.1900000000000002,669.0,46.0,Medium Mover
85014C,12.155555555555555,36.97047689192231,196,547,50.46066666666667,2270.73,45,BLUE/BROWN DOTS RUFFLED UMBRELLA,5.95,161.0,246.0,4437.0,1.1900000000000002,611.0,50.0,Medium Mover
85014D,39.958333333333336,130.0268316554495,583,1918,138.84270833333332,6664.45,48,PINK/BROWN DOTS RUFFLED UMBRELLA,5.95,568.0,848.0,14585.0,1.1900000000000002,1107.0,28.0,Fast Mover
85014a,1.32,0.47609522856952335,2,33,16.6448,416.12,25,BLACK/BLUE DOTS RUFFLED UMBRELLA,12.72,2.0,11.0,482.0,2.5440000000000005,138.0,105.0,Slow Mover
85014b,1.3448275862068966,0.7688517444384895,4,39,16.94551724137931,491.42,29,RED/WHITE DOTS RUFFLED UMBRELLA,13.0,3.0,12.0,491.0,2.6,137.0,102.0,Slow Mover
85017A,9.330645161290322,29.36612776215115,288,1157,6.388306451612903,792.15,124,ENVELOPE 50 ROMANTIC IMAGES,0.83,128.0,193.0,3406.0,0.166,1432.0,153.0,Medium Mover
85017B,9.493617021276595,23.570293162521978,290,2231,5.916553191489361,1390.3899999999999,235,ENVELOPE 50 BLOSSOM IMAGES,0.83,103.0,169.0,3465.0,0.166,1445.0,152.0,Medium Mover
85017C,11.688172043010752,33.52966839869731,290,1087,7.7383870967741935,719.67,93,ENVELOPE 50 CURIOUS IMAGES,0.83,146.0,228.0,4266.0,0.166,1603.0,137.0,Medium Mover
85018A,1.5,1.0801234497346435,4,15,6.375,63.75,10,S/6 PAPER BOXES ROMANTIC IMAGES,4.25,5.0,16.0,548.0,0.8500000000000001,254.0,169.0,Slow Mover
85018B,1.5,1.5811388300841898,6,15,6.375,63.75,10,S/6 PAPER BOXES BLOSSOM IMAGES ,4.25,7.0,18.0,548.0,0.8500000000000001,254.0,169.0,Slow Mover
85018C,9.0,14.023789311975086,30,36,31.8,127.2,4,S/6 PAPER BOXES CURIOUS IMAGES ,3.39,61.0,124.0,3285.0,0.678,696.0,77.0,Medium Mover
85018D,15.74,22.016515136949135,97,787,19.398,969.9,50,YULETIDE IMAGES S/6 PAPER BOXES,2.55,96.0,206.0,5745.0,0.51,1061.0,67.0,Medium Mover
85019A,13.479166666666666,22.72217923259154,144,647,19.063333333333333,915.04,48,ROMANTIC IMAGES NOTEBOOK SET,1.25,99.0,193.0,4920.0,0.25,1403.0,104.0,Medium Mover
85019B,15.955555555555556,23.584428178890676,144,718,21.832666666666668,982.47,45,BLOSSOM  IMAGES NOTEBOOK SET,4.25,103.0,215.0,5824.0,0.8500000000000001,828.0,52.0,Medium Mover
85019C,16.92,30.18266610711077,144,423,26.047600000000003,651.19,25,CURIOUS  IMAGES NOTEBOOK SET,4.25,132.0,250.0,6176.0,0.8500000000000001,852.0,50.0,Medium Mover
85023A,2.4444444444444446,1.740051084818425,6,22,6.2333333333333325,56.099999999999994,9,CRYSTAL LARGE JEWELLED PHOTO FRAME,2.55,8.0,25.0,892.0,0.51,418.0,171.0,Slow Mover
85023B,7.918918918918919,16.037072291652482,72,293,18.441891891891892,682.35,37,EAU DE NILE JEWELLED PHOTOFRAME,2.55,70.0,125.0,2890.0,0.51,753.0,95.0,Medium Mover
85023C,2.3,1.0593499054713802,4,23,5.864999999999999,58.64999999999999,10,PINK LARGE JEWELED PHOTOFRAME,2.55,5.0,21.0,839.0,0.51,406.0,177.0,Slow Mover
85024A,1.0,0.0,1,1,1.65,1.65,1,CRYSTAL SMALL JEWELLED PHOTOFRAME,1.65,0.0,7.0,365.0,0.33,333.0,333.0,Slow Mover
85024B,10.9,31.559300906138755,144,218,16.545,330.90000000000003,20,EAU DE NILE JEWELLED PHOTOFRAME,1.65,138.0,214.0,3978.0,0.33,1098.0,101.0,Medium Mover
85024C,2.4146341463414633,2.21331888525013,13,99,3.9841463414634144,163.35,41,PINK SMALL JEWELLED PHOTOFRAME,1.65,10.0,27.0,881.0,0.33,517.0,214.0,Slow Mover
85025B,6.551724137931035,15.95688859096317,144,570,11.326436781609194,985.4,87,EAU DE NILE HEART SHAPE PHOTO FRAME,1.65,70.0,116.0,2391.0,0.33,851.0,130.0,Medium Mover
85025C,6.666666666666667,15.700467282765702,151,720,11.906574074074072,1285.9099999999999,108,PINK HEART SHAPE PHOTO FRAME,1.65,69.0,116.0,2433.0,0.33,859.0,129.0,Medium Mover
85026B,10.344827586206897,22.679877585442135,125,300,12.674137931034483,367.55,29,EAU DE NILE JEWELLED T-LIGHT HOLDER,1.7,99.0,171.0,3776.0,0.34,1054.0,102.0,Medium Mover
85027L,5.277777777777778,6.6530813961270665,30,190,14.958333333333334,538.5,36,FRENCH CHATEAU LARGE PLATTER ,7.95,29.0,66.0,1926.0,1.59,348.0,66.0,Medium Mover
85028L,11.291666666666666,29.471399793649113,144,271,27.250416666666666,654.01,24,FRENCH CHATEAU LARGE FRUIT BOWL ,7.95,129.0,208.0,4121.0,1.59,509.0,45.0,Medium Mover
85028S,14.827586206896552,28.900159373655026,144,430,22.648965517241383,656.82,29,FRENCH CHATEAU SMALL FRUITBOWL,4.95,126.0,230.0,5412.0,0.9900000000000001,739.0,50.0,Medium Mover
85031A,5.817073170731708,14.812513936050529,122,477,11.505365853658537,943.44,82,ROMANTIC IMAGES SCRAP BOOK SET,3.43,65.0,106.0,2123.0,0.686,556.0,96.0,Medium Mover
85031B,7.402985074626866,16.873917205658273,120,496,13.374477611940298,896.09,67,BLOSSOM IMAGES SCRAP BOOK SET,3.43,74.0,126.0,2702.0,0.686,628.0,85.0,Medium Mover
85031C,5.865853658536586,14.700098425068957,121,481,12.40829268292683,1017.48,82,CURIOUS IMAGES SCRAP BOOK SET,3.43,64.0,105.0,2141.0,0.686,559.0,95.0,Medium Mover
85032A,12.008333333333333,26.90990128400411,144,1441,11.02925,1323.51,120,ROMANTIC IMAGES GIFT WRAP SET,2.1,117.0,201.0,4383.0,0.42000000000000004,1022.0,85.0,Medium Mover
85032B,8.46551724137931,16.069647886882766,144,982,8.21844827586207,953.34,116,BLOSSOM IMAGES GIFT WRAP SET,2.1,70.0,129.0,3090.0,0.42000000000000004,858.0,101.0,Medium Mover
85032C,7.508474576271187,15.910403929779708,144,886,8.021949152542373,946.59,118,CURIOUS IMAGES GIFT WRAP SET,2.1,69.0,122.0,2741.0,0.42000000000000004,808.0,108.0,Medium Mover
